date_value,country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,year,month,day,day_of_week,is_weekend,quarter,mortality_rate,cases_growth_rate_7d,deaths_growth_rate_7d,new_cases_ma7,new_deaths_ma7,total_cases_normalized,total_deaths_normalized,new_cases_normalized,new_deaths_normalized,mortality_rate_normalized,cases_growth_rate_7d_normalized,deaths_growth_rate_7d_normalized,new_cases_ma7_normalized,new_deaths_ma7_normalized
2020-04-23,Montenegro,316,5,1,0,1,2020,4,23,3,0,2,0.015822784810126583,0.04290429042904287,0.25,1.8571428571428572,0.14285714285714285,7.342215782827046e-05,3.378127301349224e-05,1.2944146009966992e-05,0.0,0.015822784810126583,0.0029611969826744827,0.0,2.7588021705406618e-05,6.383657835939994e-05
2020-04-24,Montenegro,319,6,3,1,1,2020,4,24,4,0,2,0.018808777429467086,0.05280528052805278,0.19999999999999996,2.2857142857142856,0.14285714285714285,7.4121416474254e-05,4.053752761619069e-05,3.8832438029900976e-05,0.0002572678157962439,0.018808777429467086,0.0030066277518090686,0.0,3.395448825280814e-05,6.383657835939994e-05
2020-04-25,Montenegro,320,6,1,0,1,2020,4,25,5,1,2,0.01875,0.04234527687296419,0.19999999999999996,1.8571428571428572,0.14285714285714285,7.435450268958184e-05,4.053752761619069e-05,1.2944146009966992e-05,0.0,0.01875,0.002958631944677742,0.0,2.7588021705406618e-05,6.383657835939994e-05
2020-04-26,Montenegro,321,7,1,1,1,2020,4,26,6,1,2,0.021806853582554516,0.04220779220779214,0.3999999999999999,1.8571428571428572,0.2857142857142857,7.458758890490968e-05,4.729378221888914e-05,1.2944146009966992e-05,0.0002572678157962439,0.021806853582554516,0.0029580010952353613,0.0,2.7588021705406618e-05,0.00012767315671879988
2020-04-27,Montenegro,321,7,0,0,1,2020,4,27,0,0,2,0.021806853582554516,0.028846153846153744,0.3999999999999999,1.2857142857142858,0.2857142857142857,7.458758890490968e-05,4.729378221888914e-05,0.0,0.0,0.021806853582554516,0.0028966911149609525,0.0,1.909939964220458e-05,0.00012767315671879988
2020-04-28,Montenegro,321,7,0,0,1,2020,4,28,1,0,2,0.021806853582554516,0.025559105431310014,0.3999999999999999,1.1428571428571428,0.2857142857142857,7.458758890490968e-05,4.729378221888914e-05,0.0,0.0,0.021806853582554516,0.0028816084680563865,0.0,1.697724412640407e-05,0.00012767315671879988
2020-04-29,Montenegro,322,7,1,0,1,2020,4,29,2,0,2,0.021739130434782608,0.022222222222222143,0.3999999999999999,1.0,0.2857142857142857,7.482067512023752e-05,4.729378221888914e-05,1.2944146009966992e-05,0.0,0.021739130434782608,0.002866297153815571,0.0,1.4855088610603563e-05,0.00012767315671879988
2020-04-30,Montenegro,322,7,0,0,1,2020,4,30,3,0,2,0.021739130434782608,0.018987341772152,0.3999999999999999,0.8571428571428571,0.2857142857142857,7.482067512023752e-05,4.729378221888914e-05,0.0,0.0,0.021739130434782608,0.0028514538800181537,0.0,1.2732933094803053e-05,0.00012767315671879988
2020-05-01,Montenegro,322,7,0,0,1,2020,5,1,4,0,2,0.021739130434782608,0.00940438871473348,0.16666666666666674,0.42857142857142855,0.14285714285714285,7.482067512023752e-05,4.729378221888914e-05,0.0,0.0,0.021739130434782608,0.0028074824262922593,0.0,6.3664665474015265e-06,6.383657835939994e-05
2020-05-02,Montenegro,322,8,0,1,1,2020,5,2,5,1,2,0.024844720496894408,0.006250000000000089,0.33333333333333326,0.2857142857142857,0.2857142857142857,7.482067512023752e-05,5.405003682158759e-05,0.0,0.0002572678157962439,0.024844720496894408,0.00279300848944082,0.0,4.244311031601017e-06,0.00012767315671879988
2020-05-03,Montenegro,322,8,0,0,1,2020,5,3,6,1,2,0.024844720496894408,0.0031152647975076775,0.1428571428571428,0.14285714285714285,0.14285714285714285,7.482067512023752e-05,5.405003682158759e-05,0.0,0.0,0.024844720496894408,0.0027786247328812886,0.0,2.1221555158005087e-06,6.383657835939994e-05
2020-05-04,Montenegro,323,8,1,0,1,2020,5,4,0,0,2,0.02476780185758514,0.006230529595015577,0.1428571428571428,0.2857142857142857,0.14285714285714285,7.505376133556537e-05,5.405003682158759e-05,1.2944146009966992e-05,0.0,0.02476780185758514,0.002792919149337965,0.0,4.244311031601017e-06,6.383657835939994e-05
2020-05-05,Montenegro,324,8,1,0,1,2020,5,5,1,0,2,0.024691358024691357,0.009345794392523255,0.1428571428571428,0.42857142857142855,0.14285714285714285,7.528684755089321e-05,5.405003682158759e-05,1.2944146009966992e-05,0.0,0.024691358024691357,0.0028072135657946414,0.0,6.3664665474015265e-06,6.383657835939994e-05
2020-05-06,Montenegro,324,8,0,0,1,2020,5,6,2,0,2,0.024691358024691357,0.006211180124223503,0.1428571428571428,0.2857142857142857,0.14285714285714285,7.528684755089321e-05,5.405003682158759e-05,0.0,0.0,0.024691358024691357,0.002792830364142582,0.0,4.244311031601017e-06,6.383657835939994e-05
2020-05-07,Montenegro,324,8,0,0,1,2020,5,7,3,0,2,0.024691358024691357,0.006211180124223503,0.1428571428571428,0.2857142857142857,0.14285714285714285,7.528684755089321e-05,5.405003682158759e-05,0.0,0.0,0.024691358024691357,0.002792830364142582,0.0,4.244311031601017e-06,6.383657835939994e-05
2020-05-08,Montenegro,324,8,0,0,1,2020,5,8,4,0,2,0.024691358024691357,0.006211180124223503,0.1428571428571428,0.2857142857142857,0.14285714285714285,7.528684755089321e-05,5.405003682158759e-05,0.0,0.0,0.024691358024691357,0.002792830364142582,0.0,4.244311031601017e-06,6.383657835939994e-05
2020-05-09,Montenegro,324,8,0,0,1,2020,5,9,5,1,2,0.024691358024691357,0.006211180124223503,0.0,0.2857142857142857,0.0,7.528684755089321e-05,5.405003682158759e-05,0.0,0.0,0.024691358024691357,0.002792830364142582,0.0,4.244311031601017e-06,0.0
2020-05-10,Montenegro,324,9,0,1,1,2020,5,10,6,1,2,0.027777777777777776,0.006211180124223503,0.125,0.2857142857142857,0.14285714285714285,7.528684755089321e-05,6.080629142428603e-05,0.0,0.0002572678157962439,0.027777777777777776,0.002792830364142582,0.0,4.244311031601017e-06,6.383657835939994e-05
2020-05-11,Montenegro,324,9,0,0,1,2020,5,11,0,0,2,0.027777777777777776,0.003095975232198178,0.125,0.14285714285714285,0.14285714285714285,7.528684755089321e-05,6.080629142428603e-05,0.0,0.0,0.027777777777777776,0.0027785362225626717,0.0,2.1221555158005087e-06,6.383657835939994e-05
2020-05-12,Montenegro,324,9,0,0,1,2020,5,12,1,0,2,0.027777777777777776,0.0,0.125,0.0,0.14285714285714285,7.528684755089321e-05,6.080629142428603e-05,0.0,0.0,0.027777777777777776,0.0027643303164246124,0.0,0.0,6.383657835939994e-05
