date_value,country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,year,month,day,day_of_week,is_weekend,quarter,mortality_rate,cases_growth_rate_7d,deaths_growth_rate_7d,new_cases_ma7,new_deaths_ma7,total_cases_normalized,total_deaths_normalized,new_cases_normalized,new_deaths_normalized,mortality_rate_normalized,cases_growth_rate_7d_normalized,deaths_growth_rate_7d_normalized,new_cases_ma7_normalized,new_deaths_ma7_normalized
2020-04-11,Iran,70029,4357,1837,125,1,2020,4,11,5,1,2,0.06221708149480929,0.25628330014530976,0.2621668597914253,2040.857142857143,129.28571428571428,0.016322561486978172,0.029437001303957138,0.023778396220309365,0.03215847697453049,0.06221708149480929,0.0039402882080616895,0.0,0.03031711369872607,0.057772103415256945
2020-04-12,Iran,71686,4474,1657,117,1,2020,4,12,6,1,2,0.06241107050191111,0.23116820664308046,0.2417429919511518,1922.857142857143,124.42857142857143,0.016708785345776408,0.030227483092472855,0.021448449938515305,0.030100334448160536,0.06241107050191111,0.0038250474085776654,0.0,0.02856421324267485,0.05560165975103735
2020-04-13,Iran,73303,4585,1617,111,1,2020,4,13,0,0,2,0.06254859964803623,0.21161983471074386,0.22626370687349562,1829.0,120.85714285714286,0.01708568575596153,0.030977427353372385,0.020930684098116627,0.028556727553383073,0.06254859964803623,0.0037353495537839508,0.0,0.027169957068793917,0.054005745292052355
2020-04-14,Iran,74877,4683,1574,98,1,2020,4,14,1,0,2,0.06254256981449577,0.19632842831807507,0.20945247933884303,1755.4285714285713,115.85714285714286,0.017452563458887554,0.03163954030443683,0.020374085819688047,0.0252122459480319,0.06254256981449577,0.003665184818073536,0.0,0.026077046978156652,0.05177146504947335
2020-04-15,Iran,76389,4777,1512,94,1,2020,4,15,2,0,2,0.06253518176700834,0.182748583284303,0.196343601302279,1686.142857142857,112.0,0.01780498981646325,0.032274628237090486,0.019571548767070093,0.024183174684846924,0.06253518176700834,0.003602873594807649,0.0,0.025047801552993406,0.05004787743376955
2020-04-16,Iran,77995,4869,1606,92,1,2020,4,16,3,0,2,0.06242707865888839,0.1778163696768349,0.18467153284671523,1682.142857142857,108.42857142857143,0.018179326278279766,0.03289620366053874,0.02078829849200699,0.023668639053254437,0.06242707865888839,0.003580242094777591,0.0,0.024988381198550992,0.04845196297478456
2020-04-17,Iran,79494,4958,1499,89,1,2020,4,17,4,0,2,0.062369487005308574,0.16573791647114033,0.17155009451795844,1614.5714285714287,103.71428571428571,0.018528722515056203,0.033497510320178905,0.019403274868940522,0.022896835605865706,0.062369487005308574,0.0035248200194494196,0.0,0.023984601639577354,0.046345355888924356
2020-04-18,Iran,80868,5031,1374,73,1,2020,4,18,5,1,2,0.062212494435376166,0.1547787345242686,0.15469359651136094,1548.4285714285713,96.28571428571429,0.01884898297491666,0.033990716906175895,0.017785256617694648,0.018780550553125806,0.062212494435376166,0.0034745337288912626,0.0,0.023002043635761714,0.043025853814235564
2020-04-19,Iran,82211,5118,1343,87,1,2020,4,19,6,1,2,0.06225444283611682,0.1468208576291048,0.14394278050961118,1503.5714285714287,92.0,0.019162017762101954,0.03457851105661066,0.01738398809138567,0.02238229997427322,0.06225444283611682,0.003438018949620673,0.0,0.022335686803800357,0.041110756463453565
2020-04-20,Iran,83505,5209,1294,91,1,2020,4,20,0,0,2,0.062379498233638704,0.1391757499693056,0.13609596510359867,1457.4285714285713,89.14285714285714,0.01946363132473618,0.03519333022545622,0.01674972493689729,0.023411371237458192,0.062379498233638704,0.003402939314389433,0.0,0.02165023057219679,0.039834024896265564
